Headline,label
Prince Harry s comments on military service may incite Taliban violence  former commander says   Propaganda ,-1
 OUR GOVERNMENT IS A BUST   Americans weigh in on fight to elect speaker of the House,-1
       veterans eat from garbage cans every day  Here s how we can end veteran homelessness,0
Idaho murder suspect can t  explain  this evidence  Crime analyst Sheryl McCollum,-1
Iowa s Bessie Hendricks  the oldest person in the US  dies at    ,0
 Weekend brisket  for Hanukkah  Try the recipe,0
The mysterious      Dodge Challenger  Black Ghost  is up for auction and worth a fortune,0
Bataan survivor       remembers enduring POW camps because  God sustained me ,1
Wild innovations coming in      despite downturn in economy,0
Feeding America CEO asks community to help others amid today s high inflation,1
Iran executes   more men detained amid nationwide protests,-1
Idaho victim s father shares first thoughts on suspected murderer,-1
Texas man accused of throwing White Claw at Ted Cruz no billed by grand jury,0
David Malpass shares his economic outlook for        Sharp deterioration and it may be long lasting ,1
Debt relief industry sees surge as credit card balances swell,1
IRS targeted poorest taxpayers while millionaires went mostly unscathed in       report,-1
Cage the Elephant singer Matt Schultz arrested on weapon charges,-1
Biden closer to re election campaign announcement after St  Croix family vacation  report,0
Jan    committee releases Social Security numbers of Trump officials and allies  report,1
New terror groups form due to Afghanistan withdrawal,-1
I saw a woman who needed a wheelchair drag herself across a street  Now I ve given away   million wheelchairs,-1
Kamala Harris reveals Biden s      priorities includes inflation  job growth   Never been more optimistic ,0
It s no yoke  Tesla brings back round steering wheels,-1
A  sweet  friendly  dog is looking for a home in the new year,1
Damar Hamlin s life saving CPR after cardiac arrest  How to perform CPR without training,-1
Subway train collision in Mexico City kills    injures   ,-1
December jobs report s real numbers are anemic not robust  Here s why Americans should be wary,-1
Stronger limits proposed to control deadly soot pollution in the US,1
American Airlines drops   cities from service  blaming pilot shortage   soft demand ,-1
Shania Twain calls performing with Harry Styles at Coachella  a full circle moment ,0
More Americans turning to credit cards to cover basic expenses as inflation rages,0
Parade of storms will pound California through next week following deadly bomb cyclone,-1
Tennessee National Guard rescues stranded Appalachian Trail hikers,1
Documents reveal gruesome details about how college students were slain,0
Meet the American who invented the wireless TV remote control,0
Glacier National Park  Exploring the world s first international peace park,1
Jane Fonda says her  knees gave way  when she met  gorgeous  Tom Brady   I had to hold onto something ,1
Arkansas monastery desecrated with sledgehammer  relics stolen  suspect arrested,-1
McCarthy is finally speaker  But he s not weak like you think  Now he can deploy the  crazy boss  strategy,-1
 FAR RIGHT INSURRECTIONISTS  Omar says McCarthy s deal means GOP will hold Americans  futures  hostage ,0
Derailing  America s most dangerous law   Sheriff hopes Illinois Supreme Court upholds SAFE T Act decision,1
Personal Freedoms,1
Ron DeSantis activates National Guard amid migrant surge in Florida Keys,0
I ve been to the border and here is my message to President Biden,0
Four seasons  One world  Epic stories  Coming Sunday  exclusively on Fox Nation ,0
Tension in the Vatican revealed by top aide following death of Benedict XVI,-1
Holiday gifts for last minute Christmas shopping  These are all American made,1
McCarthy vows to investigate border crisis  COVID    origins,-1
No way around Idaho suspect s DNA being found at crime scene  Jay Town,-1
Biden making pit stop at the border  White House says,-1
Retired NASA satellite to crash into Earth on Sunday,-1
As COVID ravages China  US expands testing system for incoming travelers,0
Rams head coach Sean McVay weighing immediate future with team  report,0
Research uncovers secret of ancient Rome that baffled scientists,0
Billy Idol honored with star on Hollywood Walk of Fame   I couldn t have imagined something like this ,1
Democrats are pushing the agenda for socialism  communism  Lt  Gov  Mark Robinson,0
Teen pilot flying family to breakfast makes emergency landing on CA highway  grandma  crying in the back ,-1
Blunt hiring ad at butcher shop prompts employers to share wild employee excuses   My cat just had puppies ,1
GOP governor ready for fight with government after information leak,-1
UK palace allies fire back against bombshell claims in tell all book,-1
UK palace allies fire back against Prince Harry s claims ahead of tell all memoir release,-1
TSA says passenger attempted to bring  emotional support  boa constrictor snake through security,1
  safety tips for deep frying a Thanksgiving turkey,1
Rod Stewart says  farewell  to late brother Bob after losing eldest sibling Don   Two of my best mates gone ,1
STAGE FRIGHT Fonda got weak in the knees after meeting NFL legend   Had to hold on ,-1
Shock  The electric Ram      Revolution pickup has       rows of seats ,-1
Chiefs  one of a kind huddle results in bizarre touchdown that gets called back,1
Knife sheath in Idaho murders points to possible target  Expert,-1
Annual report says Maine s child welfare system needs improvements,1
Dems praise Biden for addressing immigration crisis and asylum seekers ahead of US Mexico border visit,0
Damar Hamlin s college teammate recovers fumble right where Bills safety s number is painted on field,1
NYC bans AI tool ChatGPT in schools amid fears of new cheating threat,-1
Former high ranking US official who spied for Cuba released after    years,0
Texas mayor speaks out on Biden s anticipated visit to the border,0
Do these revealing photos of your home belong here without permission ,0
RETWEET TROUBLE Biden s FCC nominee Gigi Sohn shared tweet calling Trump a  raggedy white supremacist president ,0
Injured snowmobiler in Utah hoisted to safety after accident on remote peak,-1
Parents raise awareness on the importance of defibrillation,1
Victor Davis Hanson lays out plan for a better America,1
Jaguars  Titans come together for group prayer for Damar Hamlin at midfield before do or die game,-1
Digital Originals,0
Jaguars  late scoop and score clinches AFC South over Titans,0
Homeland Security develops new portable gunshot detection system,1
