headline,label
Woke brain drain Parents say their kids were brainwashed at school  seek deprogrammers,0
Fans spike lawsuit demanding Jets  Giants drop  NY  from name,-1
Here s how not to be stressed out all the time,1
George Santos appears to flash white power symbol in House Chambers,0
Oldie but goodie I m the  world s hottest grandma    and I m looking for a young prince,0
NYC dessert shops in trademark tiff  federal lawsuit,-1
Sullen Putin attends Christmas mass alone   lauds church for war support,-1
Joe no  Biden  all in  and readying launch of      campaign,-1
Anti Semitism thrives as Kyrie Irving avoids his role in its spread,-1
Black families need fathers   not reparations for slavery,1
Adams  plan for         new housing units needs private support to work,1
Road work Mets  Yankees on different paths,0
Drew Brees Citrus Bowl mess the latest warning of sport betting shadiness,-1
Season finale could benefit these Giants recovering from injury,0
Rangers miss chance to move up standings with OT loss to Devils,-1
Knicks youngster drills two key   pointers to secure win,1
Nets  young center becoming a force,0
Why two key Patriots were suspended with playoffs at stake,-1
This must be Jets  last meaningless weekend,-1
Dynamic duo  Sean Payton address rumor of potential Tom Brady team up,1
Harry Hamlin says wife Lisa Rinna made the  right decision  to leave  RHOBH ,0
Jeremy Renner celebrates   nd birthday from hospital after snowplow accident,0
Hailey Bieber says she struggled with a little  PTSD  after mini stroke,-1
New Year  who dis  Ring in      with Kourtney Kardashian  Sarah Hyland and Saweetie,0
Jen Shah celebrates sentencing with lavish Italian dinner party for   ,1
Action figure I started dating a sex doll after my fiancee left   and introduced her to my mom,0
Pregnant Keke Palmer says she  can t wait  to get her hands on her baby,0
I struggled to play golf   I was shocked to learn I had a brain tumor,-1
Here s the secret to living a truly happy life,1
Erika Jayne reacts to Lisa Rinna s  RHOBH  exit   She s the GOAT ,0
I dated my ex after    years   I wanted Bennifer  but got heartbreak instead,-1
Killer opening  M GAN  slashed way to No    in box office debut,-1
Alexa  cls   fill  fff ,0
The best new skin care and beauty tools you can use at home,1
Miami s hottest restaurants for     ,0
Miami s best new hotels for     ,1
The best stylish gifts for the men on your      holiday list,1
The    best celestial themed luxury gifts for women,1
Sick it to the man Bosses share wildest employee excuses for missing work   My cat just had puppies ,-1
Dozens in Congress beat stock market in      despite worst year on Wall Street since       analysis,1
Goldman bankers  really bummed  over loss of free coffee perk,0
Dow jumps     points as December jobs report eases rate worries,0
Party City plans bankruptcy filing as sales hit by inflation  report,1
Ran outta juice  Looking to lose a little weight  Raw Generation s Signature Reset can help,0
Here s the full squeeze on the best juice cleanses of     ,1
Sephora announces its      birthday gift offerings  and we re already celebrating,1
   fitness deals from Amazon s New Year Sale to get your blood pumping,1
The    best treadmills to upgrade your home gym in     ,1
We ordered and reviewed    different meal kit brands for     ,0
The NFL Approves Possible Neutral Venue for the AFC Championship,1
Trevor Bauer Has Been Released From the Dodgers,0
Rangers  Islanders  Devils reps for      NHL All Star Game revealed,-1
Jared Schwartz previews Gervonta Davis  prime time match vs  Hector Garcia,0
Dylan Mortensen was  scared to death  seeing accused Idaho killer  lawyer,-1
Teen loses         after falling for phone scam,-1
Virginia mayor says   year old s shooting of teacher is  red flag for the country ,0
Judge orders Idaho murder house to remain a crime scene,-1
Steve Cohen confident Correa saga will end soon,1
Giants make surprising QB decision for season finale,1
Knicks guard emerging as shutdown defender regardless of size,0
Ex NFL coach breaks down in tears talking Damar Hamlin   Guy is a legend ,-1
Bronx man knifed to death inside apartment while on daily visit to friend,0
NYC Republican pol is longtime lefty donor   and a formerly registered Dem,0
Park Slope woman sexually assaulted after being followed into building  cops,-1
Two dead  four hurt in overnight mayhem  NYPD,-1
Our      Golden Globes predictions  Who will win ,1
Batman comic features Joker becoming pregnant and giving birth to a  handsome  baby,1
Eerie similarity in  Pretty Woman    Princess Diaries  discovered,0
How Eddie Murphy is getting revenge on the Oscars   with a Golden Globe,-1
The real solution to wage growth is jobs   not government interference,1
Friday night s extraordinary House fight doesn t bode well for the two years to come,0
Anti LaSalle  Latinx  pols prove their real identity is just  hard leftist ,-1
Sweet rent control deal poses a blatant conflict of interest for new Assembly housing chief,1
Ice cream shop hurls its scoops at customers just for  fun ,1
Boston tourism ad in NYC name checks Derek Jeter,0
Amazon workers joke about potential Jeff Bezos comeback   Return of the King ,1
McDonald s unveils new business strategy but warns of layoffs,0
Women over    keeping it sexy with this hot trend   I do like showing off ,1
I gave myself a manicure   and ended up in the emergency room,-1
Viral TikTok hack using eggs to remove blackheads can be dangerous  skincare experts,-1
I got a      Chanel goodie bag from an NYC hospital after giving birth,1
Spend less than    on a bottle of wine with this    bottle bundle from Wine Insiders  now just    ,0
Clean your shirts  veggies  jewelry  and more with the Sonic Soak Ultrasonic Cleaner  now     off,1
We found Super Bowl      tickets  Here s what you need to know ,1
Kevin James has    shows this year  Here s how you can see him live ,0
Highest ice skating rink in NYC to open in Hudson Yards this month,0
This     M amenity packed Las Vegas mansion also has a gun range,-1
Famed photographer lists stunning     M NYC co op,1
California architect Scott Johnson buys grand NYC pad for      M,1
I finally got pregnant after years trying   and was shocked to lose my teeth,-1
I caught a fish with  trout pout    people say it looks like the Kardashians,1
Dating expert says women with male friends aren t relationship material,1
Model  horse lover pegged as  stallion  Prince Harry s virginity taker,1
Old NASA satellite falling from sky this weekend,0
 Bot to handle   AI porn group booted from Kickstarter after raising nearly    K,0
Bankman Fried wants to use     M Robinhood stake to pay lawyers,0
Tesla vehicles     cheaper in China than US after major price cuts,-1
Erin Andrews goes off on  a hole  reporters who treat athletes like  animals ,1
Charles Barkley mocks Skip Bayless  Shannon Sharpe feud,-1
Celine Dion fans protest at Rolling Stone offices after snub  crime ,-1
Chris Wallace jokes that doomed CNN  streaming had  one viewer ,-1
Never Miss a Story,0
Dad claims ex wife moved to Calif  to  chemically castrate    year old son,0
Gravely injured teacher hailed a hero after being shot by   year old,0
Emily Ratajkowski shares cryptic tweet   Sorry but     f  k the NFL ,0
Royals set up a  war room  amid fears over Prince Harry s  Spare  memoir,-1
Kris Jenner  heartbroken  over Tristan Thompson s mom s  sudden  death,-1
Harry Hamlin says wife Lisa Rinna made the  right decision  to leave  RHOBH ,0
Jeremy Renner celebrates   nd birthday from hospital after snowplow accident,0
Hailey Bieber says she struggled with a little  PTSD  after mini stroke,-1
See All Columnists,0
Now on     Decider,0
Joy Behar Weighs in on Prince Harry Drama on  The View    The Royal Family Treats Meghan Markle Like Yoko Ono ,1
