Headline,label
In brief  A Writer s Diary  The Race Against Time  Price Wars   reviews,-1
Play the Guardian s new daily word game and share your score with your friends,1
 Vulnerable boys are drawn in   Schools fear spread of Andrew Tate s misogyny,-1
Ana Bel n Montes  US releases top Cuba spy after    years in prison,-1
Alcarr s director Carla Sim n   I have feelings for Spanish culture and Catalan culture ,0
Louisiana   Officer arrested after car crash kills two innocent teenagers during police chase,-1
Blind date   I fired half a baklava across the table  but I think I styled it out ,-1
 No rational reason   Zelenskiy criticises west sending armoured vehicles instead of tanks,-1
Iran  Regime condemned for executing two men over alleged protest crimes,-1
Israel  Palestinian foreign minister says travel permit has been revoked,0
Russell Banks  Award winning fiction writer dies at   ,1
Minsk  Russia and Belarus extend military drills amid fears of new push into Ukraine,-1
Congress attack What we know so far,-1
X marks the spot  Newly released map sparks hunt for    m Nazi hoard,0
Cellphones  cameras  DNA  How police caught Idaho student killings suspect,-1
Wordiply thrasher,0
 It altered my entire worldview   Leading authors pick eight nonfiction books to change your mind,0
The Shards by Bret Easton Ellis review  An inspired fever dream of a book,1
Palette styles new do not delete,0
Andrew Tate isn t feminism s inadvertent bastard child  He s sexism s last gasp,-1
Documentary thrasher,0
Video Minister shows aftermath of damage,-1
Sri Lanka  Hedge funds holding up vital debt relief for crisis hit country  warn economists,-1
A day at the beach   Quicksand had never felt real as a concept until this moment ,0
Rohingya  Refugees bet lives on boat crossings despite rising death toll,1
Racism rebranded  How far right ideology feeds off identity politics,-1
Brazil   Bolsonaro supporters storm political buildings,1
Boxing  Davis stops Garcia in eight to retain WBA lightweight title,0
Man City     Chelsea  Mahrez stunner sparks FA Cup cruise against pitiful Blues,-1
Naomi Osaka  Concerns mount as former No   withdraws from Australian Open,-1
Rising MMA star Victoria  The Prodigy  Lee dies at age of   ,0
The Kardashians  Billion Dollar Dynasty review  Who knew that Kim was once the face of a toilet ,0
Margaret Cho   I was never in doubt that I d do standup ,1
China  Borders reopen as lunar new year travel kicks off amid Covid surge,0
Young people don t hate their bodies because they are weak   but because capitalism demands it,-1
Brazil protests  Lula vows to punish  neo fascists  after Bolsonaro supporters storm congress,-1
Pope Benedict XVI  Time lapse shows thousands of people gathering to attend funeral,-1
Tesla  Elon Musk seeks to move trial out of San Francisco  claiming he can t get fair trial,1
Immigration  Biden tells migrants not to  show up at the border  in new policy announcement,0
 It s going to be dirty   Republicans gear up for attack on Hunter Biden,-1
Listen to previous episodes,0
Immigration Biden s  carrot and stick  approach met with anger,-1
Environment  Biden administration seeks to limit deadly air pollution,0
Chicago  New report details sexual misconduct allegations in public school system,0
First Thing email newsletter,0
California  Back to back storms drop deluge of rain and snow with more ahead,-1
Ask Philippa  I hate my ageing body  Why do I look at myself with disgust ,-1
The writing s on the wall for the paper check   but I m still going to miss it,0
ADHD  What does the Adderall shortage in the US mean for ADHD patients ,0
 A fearless preacher   Pope Francis leads Catholics at Benedict s funeral,0
If Harry sounds callous about killing  he is  All of us who served were   at least he knows why,-1
In his own write  Prince Harry s ghostwriter is so famous that George Clooney made a film of his life,0
After chaotic week  McCarthy faces new battle as House votes on rules package,-1
The weekend s best photos  Delhi Pride and Peru protests,1
Harry  The Interview review  So horribly sad it could have turned the Queen anti monarchy,-1
 One more embarrassment   McCarthy debacle wearily received in California home town,-1
US coronavirus data,0
At a glance  What we know on day     of the invasion,0
Victoria Lee  Rising MMA star dies at age of   ,0
 I own multiple vacuum cleaners   he litters indoors   What happened when four writers swapped chores with their partners ,0
Monkeys  Revealed  US allowing long tailed macaque imports despite risk of disease,0
 Disability is not a tragedy   The remarkable life of activist and rebel Hale Zukas,0
New Mexico  Police investigate shootings at officials  homes and offices,0
Prince Harry s book could be  beginning of end  for royals  warns Charles s biographer,0
 Touched by the welcome   Messi given guard of honour on PSG return,1
 A search for ourselves   Shipwreck becomes focus of slavery debate,-1
Kevin McCarthy   After chaotic week  speaker faces next battle as House votes on rules package,-1
Publishing  Man pleads guilty to stealing more than       manuscripts,-1
Virginia shooting of teacher by six year old  not accidental   authorities say,0
Skiing  Shiffrin ties Vonn s World Cup record with   nd career win,1
