Headline,label
New Western firepower outgunning Putin  How Russian raw recruits are losing to Ukraine s modern tech   and Kyiv could  win the war this year  if Moscow doesn t  get its act together ,-1
Republican Rep  Nancy Mace labels Speakership debacle a  food fight  and goes after controversial GOP colleagues  Calls Matt Gaetz a  fraud  and says George Santos  cannot be trusted ,-1
Moment customer shoots and kills robber who held up Houston restaurant with fake gun  Cops search for vigilante who fired eight bullets into thief s back and one  execution style  into his head,-1
 You should never put your hands on a woman   MMA star Dustin Poirier condemns Dana White after footage emerged of the UFC President slapping his wife during New Year s Eve party,0
Hundreds of migrants who have just stepped foot in the US CHEER as Biden thunders past    but President is oblivious to their presence after illegal immigrants are cleared from the path of his three hour Texas visit,-1
 The weight of the world was lifted off our shoulder   Sister of murdered University of Idaho student Kaylee Goncalves breaks her silence to share relief after Bryan Kohberger was arrested   calls suspected killer  true evil ,-1
 I don t see it as cutting at all   Prince Harry brazenly insists he  NEVER intended to hurt his family    despite launching dozens of brutal attacks on royals in explosive memoir and on TV,-1
Forty people die and    are injured after two buses crash in a head on collision overnight in Senegal  government says,-1
Harry and Meghan s    page rebuttal of bullying claims  Prince rails against royal staff  lies  about his wife in book   and reveals couple filed hefty report  full of evidence  to challenge claims,-1
Damsels in distress save the day  Mattel reveals new line of princess dolls after winning back Disney contract it lost   as firm turns profit again by focusing on  making good toys  kids actually want,1
King Charles s niece Zara Tindall shows off her silky polo skills at glitzy Magic Millions tournament in Australia   as husband Mike rubs shoulders with Hollywood actor Chris Hemsworth,0
Trio of thieves swipe          in CASH after distracting a Brink s truck driver outside Chase Bank in Brooklyn,-1
Patriots       Bills  Nyheim Hines scores TWO kickoff return touchdowns as Buffalo close the regular season with a victory and Damar Hamlin watches his team win in style from hospital,1
To quote her Majesty    recollections may vary  The South Africa trip where he met the Spice Girls  and the history teacher who mocked him at prep school  Prince Harry s version of events is very different to what ROBERT HARDMAN has unearthed,-1
M gan debuts with a strong       million at the box office    but it can t dethrone Avatar  The Way of Water which wins for a fourth straight week,1
Eight Is Enough star Adam Rich  who retreated from Hollywood after success as a child star  is found dead inside his LA home aged    after years battling alcoholism,0
 You should be exemplary and not marry your teacher    President Macron laughs off ribbing from autistic journalists about his wife Brigitte,1
China ends quarantine requirements for inbound travellers as the country climbs down from hardline zero Covid strategy   despite surge in cases,0
Prince Harry s old pals may break their silence over book revelations after years of loyalty,1
 I see a lack of scrutiny to my family towards a lot of things   Prince Harry says his relatives have avoided accountability in bitter broadside,-1
Prince Harry says flying Apache helicopters and  shooting  enemies from the skies helped to  heal  trauma of Diana s death and turned his  pain into purpose    after revealing in Spare that he killed    Taliban fighters,-1
RICHARD KAY  Why I m certain Princess Diana would have been appalled at the petty vindictiveness of Prince Harry s grievances,-1
 Lock him up   Furious protesters besiege liar GOP Congressman George Santos  office and demand he s JAILED for fake resume  as he s accused of flashing racist symbol and lying that mom was      victim,-1
This portable handheld vacuum is just slightly larger than a standard water bottle   and you can now save     on this mini but mighty tool that s great for small messes and car touchups,1
Rising American MMA star Victoria  The Prodigy  Lee dies at the age of    with her ONE world champion sister  Angela  paying tribute to the  most beautiful girl  inside and out ,1
Five people are found dead in North Carolina murder suicide   including three children   after neighbors heard people  screaming  down the street after  escaping  from the house,-1
Art swindler husband of missing Massachusetts mother of three is ARRESTED and charged with  misleading police  in the search for his wife,-1
 I m a wear wolf  Japanese man spends         on  ultra realistic  animal costume to fulfil his dream of living like a wild predator,1
Inside Cristiano Ronaldo s first Saudi home      m a year star is staying in a lavish suite at Riyadh s Four Seasons hotel and will rack up a          bill in a MONTH    with his entourage taking up    ROOMS ,0
Unseasonably warm temperatures and lack of snow forces some popular ski resorts in the Northeast to temporarily close,1
Prince Harry says taking psychedelic DRUGS helped him deal with  trauma  of Princess Diana s death  Reveals he used potent ayahuasca and magic mushrooms to  clear the misery of loss ,-1
Two men riding snowmobiles are killed in fatal avalanche on Colorado mountain after being buried under   in of snow,-1
Dramatic moment Hawaiian glass bottom boat CEO      is arrested while trying to flee on rickety vessel with bag full of cash  after conning investors out of    m he blew on luxuries including a Mercedes and weed ,-1
Harry says Prince William believed their mother Princess Diana was ALIVE for years  Reveals they  talked about  idea that she d just  disappeared  and would one day come back for them,1
Moscow launches  retaliatory strike  which it claims  killed     Ukrainian servicemen  after    Russian troops were wiped out in a New Year s attack,-1
Oscar Cainer  Start      with optimism and hope  Don t miss your year ahead forecast,1
Tom Brady breaks his own record for most completions in a season    but the Buccaneers FALL to the lowly Atlanta Falcons       with Tampa Bay turning their focus to the playoffs,-1
California braces for THREE more storms after battering from bomb cyclone left more than    K without power and two dead  LA will get a further three inches of rain and San Francisco faces flooding after eight,-1
Porn star Ron Jeremy      to be declared incompetent in his rape trial due to his  severe dementia   He faces    sexual assault claims   spanning two decades   from    different women who were as young as aged   ,-1
Harry s squabbles over parking spots    and his complaint that he was  half buried  in his palace flat  Spare reveals how he turns mundane irritations into slights Duke harbours for decades,-1
Commanding     of Republicans still want to see their lawmakers exhibit loyalty to Donald Trump while   in    say they prefer candidate who back ex president s election fraud claims  Poll,0
Brazilian cops speed through protestors in police car as rioters who stormed nation s Congress in January  th style attack are marched out in handcuffs   and man moons inside senate chamber,-1
Prince Harry hints he and Meghan will NEVER give up their royal titles  boldly asking during explosive    Minutes interview   What difference would that make  ,1
Prince Harry s private secretary showed him pictures of Diana in her car crash after the young Royal asked for evidence she had died,-1
Steelers are SLAMMED after players celebrate a sack by performing mock  CPR  on linebacker Alex Highsmith   days after Damar Hamlin had a cardiac arrest,0
GOP Rep  George Santos signals he has NO PLANS to step aside amid protests over his myriad lies and says  Congress is not about my personal life ,-1
Brunches to keep you full all day  Skip breakfast and you can enjoy one of these delicious feasts while seeing the pounds fall off   ,1
The hidden toxins in your favorite foods and treats REVEALED  From heavy metals in dark chocolate to lighter fluid in chicken nuggets,1
Royal expert calls out  weird  detail in Prince Harry s account of his troubled relationship with Camilla Parker Bowles  after he described her in Spare as a  wicked stepmother  and begged Charles not to marry her,-1
Moment killer pit bull is loaded into police van and taken away to be euthanized after mauling girl     to death as she played in relative s yard near dog owner s home,-1
Martina Navratilova looks solemn as she s seen for the first time since announcing throat and breast cancer diagnosis,-1
Prince Harry shows anger and resentment talking about  certain members of his family  during incendiary ITV interview  body language expert reveals,-1
 Feminist  Prince Harry is branded  disrespectful  to women  Duke  made crass joke about    year old British woman he spent the night with during Swiss ski trip with friends aged    ,1
Harry claims William and Kate  stereotyping  Meghan as a  biracial American actress  meant she was not welcomed as a Royal,-1
 The word  cancer  came as a shock    I embrace the fight   Chicago White Sox pitcher Liam Hendriks      announces he has Non Hodgkin s Lymphoma and begins treatment on Monday,-1
President Eisenhower s signed copy of Nazi surrender document that ended WWII on sale at US auction for     M,0
New Jersey woman sentenced to three years behind bars for aiding ex boyfriend in     k GoFundMe scam to help Philadelphia homeless veteran who  gave her his last      for gas money,-1
 Camilla was dangerous   Prince Harry launches blistering attack on Queen Consort  branding her a  VILLAIN  and claiming her  need to rehabilitate her image  after affair with Charles would leave  bodies in street   in explosive CBS interview,-1
Professor is FIRED after showing a   th century painting of the Prophet Muhammad to students at Hamline University  Muslim student   who at first did not object   later complained and said incident was an attack on her religion,-1
Sir Paul McCartney      was nearly HIT by a car at the zebra crossing where the Beatles iconic Abbey Road album cover was photographed,0
Invictus Games organisers should distance themselves from Prince Harry after furore over Taliban revelation  PR guru says,0
PICTURED  Alabama woman      who died when her horse bucked and threw her off at Florida rodeo after competing in barrel race,-1
Prince Harry reveals he used to watch videos of his mother Princess Diana online in a desperate attempt to CRY about her death   as he admits guilt at not being able to shed a tear for her,-1
Prince Harry modestly declares his Spare memoir is  essential for historical fact and significance  in    minute ITV interview to plug book,1
 People have had plenty of reasons to complain about us    sex crimes weren t one of them   Prince Harry becomes first royal to publicly address Prince Andrew s links to Jeffrey Epstein,-1
Hogging the credit for Mickey Mouse  a staff orgy after Snow White s success  and claims of sexism and racism    As the magical film studio turns      here are some of the things you may not have known about the not so wonderful world of Disney,-1
Walmart widower      retires after viral TikTok video helped raise          for him  Maryland Army veteran says he feels like a  new man  after sweet gesture,1
HOW I HIT ON THE ULTIMATE HIGH  Reluctant gym goer Kate Spicer decided  aged     to do something about her  Olive Oyl  physique   so started lifting weights  She quickly discovered a wealth of healthy side effects,1
Prince Harry claims he was  not invited  to travel on plane to Balmoral with William and other royals to say goodbye to the Queen before she died   despite  asking his brother for plans ,-1
 Kim was in tears   but she admitted there was a sex tape    Insiders recall the moment Kim Kardashian discovered her X rated video was online  but cynics claim she was urged to make it by Paris Hilton,0
The changing shape of soccer players  From     pound behemoth William  Fatty  Foulke s heyday at the turn of the   th century to the diminutive genius Lionel Messi  how players  physiques have evolved over time,0
Damar Hamlin shares the FIRST image of himself from his hospital bed in Cincinnati as he tweets OMFG while watching his Bills teammates score incredible    YARD kickoff return touchdown,1
Prince William will NOT speak out about Harry s allegations against him in his incendiary memoir,0
Grant Wahl s widow Celine Gounder reveals she received vile abuse and DEATH THREATS in the wake of her husband s shock collapse in Qatar,-1
 One of the best small appliances I ve ever purchased   Over        shoppers swear by this     Hamilton Beach dual breakfast sandwich maker,1
